car,overall_position,class_position,team,vehicle,class,group,race,event_duration,season,laps,total_time,gap_first,gap_car_ahead,tyres,status,fl_lap_number,fl_time,fl_kph_average,driver_1,driver_2,driver_3
Rebellion Racing #12,17,7,Rebellion Racing,Lola B12/60 Coupé - Toyota,LM P1,,Sebring,12,2012,296,12:00:20.972,29 Laps,1 Laps,Michelin,Classified,140.0,1:49.946,197.0,Nicolas Prost,Neel Jani,Nick Heidfeld
Aston Martin Racing #97,18,3,Aston Martin Racing,Aston Martin Vantage V8,LM GTE Pro,,Sebring,12,2012,292,12:02:18.900,33 Laps,4 Laps,Michelin,Classified,219.0,2:00.606,179.6,Adrian Fernandez,Stefan Mücke,Darren Turner
Rebellion Racing #13,19,8,Rebellion Racing,Lola B12/60 Coupé - Toyota,LM P1,,Sebring,12,2012,291,12:01:29.678,34 Laps,1 Laps,Michelin,Classified,164.0,1:49.477,197.9,Andrea Belicchi,Harold Primat,Jeroen Bleekemolen
Larbre Competition #50,20,3,Larbre Competition,Chevrolet Corvette C6-ZR1,LM GTE Am,,Sebring,12,2012,288,11:38:19.629,37 Laps,3 Laps,Michelin,Classified,211.0,2:02.701,176.6,Patrick Bornhauser,Julien Canal,Pedro Lamy
AF Corse-Waltrip #61,21,4,AF Corse-Waltrip,Ferrari F458 Italia,LM GTE Am,,Sebring,12,2012,283,12:01:29.790,42 Laps,5 Laps,Michelin,Classified,243.0,2:01.746,178.0,Robert Kauffman,Michael Waltrip,Rui Aguas
Gulf Racing Middle East #28,22,7,Gulf Racing Middle East,Lola B12/80 Coupé - Nissan,LM P2,,Sebring,12,2012,276,12:00:08.974,49 Laps,7 Laps,Dunlop,Classified,55.0,1:55.907,186.9,Fabien Giroix,Maxime Jousse,Stefan Johansson
Krohn Racing #57,23,5,Krohn Racing,Ferrari F458 Italia,LM GTE Am,,Sebring,12,2012,265,12:01:17.842,60 Laps,11 Laps,Dunlop,Classified,164.0,2:01.818,177.8,Tracy Krohn,Niclas Jönsson,Michele Rugolo
JWA-Avila #55,24,6,JWA-Avila,Porsche 911 RSR (997),LM GTE Am,,Sebring,12,2012,253,12:02:44.756,72 Laps,12 Laps,,Classified,224.0,2:04.412,174.1,Jöel Camathias,Markus Palttala,Bill Binnie
Oak Racing #15,25,9,Oak Racing,Oak Pescarolo - Judd,LM P1,,Sebring,12,2012,233,9:01:22.907,92 Laps,20 Laps,Dunlop,Classified,233.0,1:49.905,197.1,Guillaume Moreau,Bertrand Baguette,Dominik Kraihamer
Signatech Nissan #23,26,8,Signatech Nissan,Oreca 03 - Nissan,LM P2,,Sebring,12,2012,85,3:04:50.867,240 Laps,148 Laps,Dunlop,Not classified,20.0,1:53.936,190.1,Franck Mailleux,Olivier Lombard,Jordan Tresson
Luxury Racing #59,27,4,Luxury Racing,Ferrari F458 Italia,LM GTE Pro,,Sebring,12,2012,83,3:13:23.687,242 Laps,2 Laps,Michelin,Not classified,19.0,2:00.702,179.5,Frédéric Makowiecki,Jaime Melo,Jean-Karl Vernay
Luxury Racing #58,28,7,Luxury Racing,Ferrari F458 Italia,LM GTE Am,,Sebring,12,2012,0,,325 Laps,83 Laps,Michelin,Not classified,,,,Pierre Ehret,Dominik Farnbacher,François Jakubowski
AF Corse #51,29,5,AF Corse,Ferrari F458 Italia,LM GTE Pro,,Sebring,12,2012,214,12:01:18.487,111 Laps,-214 Laps,Michelin,Excluded,196.0,2:00.123,180.4,Giancarlo Fisichella,Gianmaria Bruni,Toni Vilander
Audi Sport Team Joest #2,1,1,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Silverstone,6,2013,197,6:00:01.686,,,Michelin,Classified,192.0,1:42.767,206.3,Tom KRISTENSEN,Loïc DUVAL,Allan McNISH
Audi Sport Team Joest #1,2,2,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Silverstone,6,2013,197,6:00:05.148,3.462,3.462,Michelin,Classified,163.0,1:42.926,206.0,André LOTTERER,Benoit TRÉLUYER,Marcel FÄSSLER
Toyota Racing #8,3,3,Toyota Racing,Toyota TS030 - Hybrid,LMP1,,Silverstone,6,2013,196,6:00:18.506,1 Laps,1 Laps,Michelin,Classified,172.0,1:43.196,205.5,Anthony DAVIDSON,Sébastien BUEMI,Stéphane SARRAZIN
Toyota Racing #7,4,4,Toyota Racing,Toyota TS030 - Hybrid,LMP1,,Silverstone,6,2013,196,6:01:23.062,1 Laps,1'04.556,Michelin,Classified,69.0,1:43.741,204.4,Alexander WURZ,Nicolas LAPIERRE,
Rebellion Racing #12,5,5,Rebellion Racing,Lola B12/60 Coupé - Toyota,LMP1,,Silverstone,6,2013,193,6:00:41.942,4 Laps,3 Laps,Michelin,Classified,3.0,1:44.985,202.0,Nicolas PROST,Neel JANI,Nick HEIDFELD
Rebellion Racing #13,6,6,Rebellion Racing,Lola B12/60 Coupé - Toyota,LMP1,,Silverstone,6,2013,190,6:01:40.359,7 Laps,3 Laps,Michelin,Classified,150.0,1:45.732,200.5,Andrea BELICCHI,Mathias BECHE,Cong Fu CHENG
Delta-ADR #25,7,1,Delta-ADR,Oreca 03 - Nissan,LMP2,,Silverstone,6,2013,184,6:01:22.670,13 Laps,6 Laps,Dunlop,Classified,167.0,1:50.668,191.6,Tor GRAVES,Antonio PIZZONIA,James WALKER
OAK Racing #24,8,2,OAK Racing,Morgan - Nissan,LMP2,,Silverstone,6,2013,183,6:00:10.857,14 Laps,1 Laps,Dunlop,Classified,170.0,1:49.603,193.5,Olivier PLA,David HEINEMEIER HANSSON,Alex BRUNDLE
Pecom Racing #49,9,3,Pecom Racing,Oreca 03 - Nissan,LMP2,,Silverstone,6,2013,179,6:00:25.804,18 Laps,4 Laps,Michelin,Classified,151.0,1:51.475,190.2,Luis PEREZ COMPANC,Nicolas MINASSIAN,Pierre KAFFER
OAK Racing #35,10,4,OAK Racing,Morgan - Nissan,LMP2,,Silverstone,6,2013,179,6:00:36.219,18 Laps,10.415,Dunlop,Classified,144.0,1:51.427,190.3,Bertrand BAGUETTE,Ricardo GONZALEZ,Martin PLOWMANN
Greaves Motorsport #41,11,5,Greaves Motorsport,Zytek Z11SN - Nissan,LMP2,,Silverstone,6,2013,179,6:01:44.661,18 Laps,1'08.442,Dunlop,Classified,171.0,1:51.324,190.5,Chris DYSON,Michael MARSAL,Tom KIMBER-SMITH
KCMG #47,12,6,KCMG,Morgan - Nissan,LMP2,,Silverstone,6,2013,179,6:01:49.606,18 Laps,4.945,Michelin,Classified,163.0,1:50.995,191.0,Alexander IMPERATORI,Matthew HOWSON,Jim KA TO
G-Drive Racing #26,13,7,G-Drive Racing,Oreca 03 - Nissan,LMP2,,Silverstone,6,2013,176,6:00:04.641,21 Laps,3 Laps,Dunlop,Classified,144.0,1:49.087,194.4,Roman RUSINOV,John MARTIN,Mike CONWAY
Aston Martin Racing #97,14,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,,Silverstone,6,2013,171,6:00:45.343,26 Laps,5 Laps,Michelin,Classified,3.0,2:01.732,174.2,Darren TURNER,Stefan MÜCKE,Bruno SENNA
AF Corse #71,15,2,AF Corse,Ferrari F458 Italia,LMGTE Pro,,Silverstone,6,2013,170,6:00:02.941,27 Laps,1 Laps,Michelin,Classified,147.0,2:01.713,174.2,Kamui KOBAYASHI,Toni VILANDER,
Aston Martin Racing #99,16,3,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,,Silverstone,6,2013,170,6:00:15.530,27 Laps,12.589,Michelin,Classified,55.0,2:01.426,174.6,Paul DALLA LANA,Frédéric MAKOWIECKI,Pedro LAMY
Porsche AG Team Manthey #92,17,4,Porsche AG Team Manthey,Porsche 911 RSR,LMGTE Pro,,Silverstone,6,2013,170,6:01:24.647,27 Laps,1'09.117,Michelin,Classified,130.0,2:02.652,172.9,Marc LIEB,Richard LIETZ,Romain DUMAS
AF Corse #51,18,5,AF Corse,Ferrari F458 Italia,LMGTE Pro,,Silverstone,6,2013,170,6:01:52.064,27 Laps,27.417,Michelin,Classified,142.0,2:02.252,173.4,Gianmaria BRUNI,Giancarlo FISICHELLA,
Aston Martin Racing #95,19,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,,Silverstone,6,2013,169,6:01:33.606,28 Laps,1 Laps,Michelin,Classified,4.0,2:02.707,172.8,Christoffer NYGAARD,Kristian POULSEN,Allan SIMONSEN
Porsche AG Team Manthey #91,20,6,Porsche AG Team Manthey,Porsche 911 RSR,LMGTE Pro,,Silverstone,6,2013,168,6:00:52.490,29 Laps,1 Laps,Michelin,Classified,4.0,2:02.225,173.5,Jörg BERGMEISTER,Patrick PILET,Timo BERNHARD
Larbre Competition #50,21,2,Larbre Competition,Chevrolet Corvette C6-ZR1,LMGTE Am,,Silverstone,6,2013,166,6:01:22.636,31 Laps,2 Laps,Michelin,Classified,144.0,2:02.213,173.5,Patrick BORNHAUSER,Julien CANAL,Fernando REES
8 Star Motorsports #81,22,3,8 Star Motorsports,Ferrari F458 Italia,LMGTE Am,,Silverstone,6,2013,165,6:00:57.325,32 Laps,1 Laps,Michelin,Classified,147.0,2:03.852,171.2,Vicente POTOLICCHIO,Rui AGUAS,Philipp PETER
Aston Martin Racing #96,23,4,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,,Silverstone,6,2013,165,6:01:23.069,32 Laps,25.744,Michelin,Classified,122.0,2:02.402,173.2,Roald GOETHE,Stuart HALL,Jamie CAMPBELL-WALTER
Proton Competition #88,24,5,Proton Competition,Porsche 911 GT3 RSR,LMGTE Am,,Silverstone,6,2013,165,6:01:51.788,32 Laps,28.719,Michelin,Classified,129.0,2:03.226,172.1,Christian RIED,Gianluca RODA,Paolo RUBERTI
Krohn Racing #57,25,6,Krohn Racing,Ferrari F458 Italia,LMGTE Am,,Silverstone,6,2013,164,6:00:35.068,33 Laps,1 Laps,Michelin,Classified,141.0,2:03.528,171.7,Tracy KROHN,Niclas JÖNSSON,Maurizio MEDIANI
IMSA Performance Matmut #76,26,7,IMSA Performance Matmut,Porsche 911 GT3 RSR,LMGTE Am,,Silverstone,6,2013,163,6:00:30.583,34 Laps,1 Laps,Michelin,Classified,28.0,2:04.819,169.9,Raymond NARAC,Christophe BOURRET,Jean-Karl VERNAY
OAK Racing #45,27,8,OAK Racing,Morgan - Nissan,LMP2,,Silverstone,6,2013,154,6:01:21.597,43 Laps,9 Laps,Dunlop,Classified,4.0,1:54.471,185.2,Jacques NICOLET,Jean-Marc MERLIN,
AF Corse #61,28,8,AF Corse,Ferrari F458 Italia,LMGTE Am,,Silverstone,6,2013,139,6:00:09.751,58 Laps,15 Laps,Michelin,Classified,112.0,2:02.948,172.5,Jack GERBER,Matt GRIFFIN,Marco CIOCI
Lotus #32,29,9,Lotus,Lotus T128,LMP2,,Silverstone,6,2013,113,6:00:41.708,84 Laps,26 Laps,Dunlop,Not classified,105.0,1:53.033,187.6,Thomas HOLZER,Dominik KRAIHAMER,Jan CHAROUZ
Strakka Racing #21,30,7,Strakka Racing,HPD ARX 03c - Honda,LMP1,,Silverstone,6,2013,55,1:43:35.570,142 Laps,58 Laps,Michelin,Not classified,12.0,1:47.014,198.1,Nick LEVENTIS,Danny WATTS,Jonny KANE
Lotus #31,31,10,Lotus,Lotus T128,LMP2,,Silverstone,6,2013,44,1:58:37.589,153 Laps,11 Laps,Dunlop,Not classified,17.0,1:56.355,182.2,Kevin WEEDA,Vitantonio LIUZZI,Christophe BOUCHUT
Audi Sport Team Joest #1,1,1,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Spa,6,2013,168,6:00:55.971,,,Michelin,Classified,124.0,2:00.435,209.4,André LOTTERER,Benoit TRÉLUYER,Marcel FÄSSLER
Audi Sport Team Joest #2,2,2,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Spa,6,2013,168,6:02:01.786,1'05.815,1'05.815,Michelin,Classified,142.0,2:01.083,208.2,Tom KRISTENSEN,Loïc DUVAL,Allan McNISH
Audi Sport Team Joest #3,3,3,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Spa,6,2013,168,6:02:50.963,1'54.992,49.177,Michelin,Classified,145.0,2:01.253,207.9,Lucas DI GRASSI,Marc GENÉ,Oliver JARVIS
Toyota Racing #8,4,4,Toyota Racing,Toyota TS030 - Hybrid,LMP1,,Spa,6,2013,167,6:02:40.294,1 Laps,1 Laps,Michelin,Classified,140.0,2:02.052,206.6,Anthony DAVIDSON,Sébastien BUEMI,Stéphane SARRAZIN
Rebellion Racing #12,5,5,Rebellion Racing,Lola B12/60 Coupé - Toyota,LMP1,,Spa,6,2013,165,6:01:31.025,3 Laps,2 Laps,Michelin,Classified,96.0,2:03.437,204.3,Nicolas PROST,Neel JANI,Nick HEIDFELD
Rebellion Racing #13,6,6,Rebellion Racing,Lola B12/60 Coupé - Toyota,LMP1,,Spa,6,2013,165,6:01:53.232,3 Laps,22.207,Michelin,Classified,119.0,2:04.201,203.0,Andrea BELICCHI,Mathias BECHE,Cong Fu CHENG
Strakka Racing #21,7,7,Strakka Racing,HPD ARX 03c - Honda,LMP1,,Spa,6,2013,161,6:01:03.422,7 Laps,4 Laps,Michelin,Classified,36.0,2:04.640,202.3,Nick LEVENTIS,Danny WATTS,Jonny KANE
Pecom Racing #49,8,1,Pecom Racing,Oreca 03 - Nissan,LMP2,,Spa,6,2013,157,6:02:10.682,11 Laps,4 Laps,Michelin,Classified,46.0,2:09.607,194.5,Luis PEREZ COMPANC,Nicolas MINASSIAN,Pierre KAFFER
OAK Racing #24,9,2,OAK Racing,Morgan - Nissan,LMP2,,Spa,6,2013,157,6:02:23.263,11 Laps,12.581,Dunlop,Classified,123.0,2:09.716,194.4,Olivier PLA,David HEINEMEIER HANSSON,Alex BRUNDLE
Jota #38,10,3,Jota,Zytek Z11SN - Nissan,LMP2,,Spa,6,2013,157,6:02:39.253,11 Laps,15.990,Dunlop,Classified,128.0,2:10.623,193.0,Simon DOLAN,Oliver TURVEY,Lucas LUHR
OAK Racing #35,11,4,OAK Racing,Morgan - Nissan,LMP2,,Spa,6,2013,156,6:02:47.680,12 Laps,1 Laps,Dunlop,Classified,140.0,2:09.294,195.0,Bertrand BAGUETTE,Ricardo GONZALEZ,Martin PLOWMAN
G-Drive Racing #26,12,5,G-Drive Racing,Oreca 03 - Nissan,LMP2,,Spa,6,2013,152,6:00:56.783,16 Laps,4 Laps,Dunlop,Classified,60.0,2:09.537,194.6,Roman RUSINOV,John MARTIN,Mike CONWAY
OAK Racing #45,13,6,OAK Racing,Morgan - Nissan,LMP2,,Spa,6,2013,152,6:03:11.444,16 Laps,2'14.661,Dunlop,Classified,108.0,2:14.302,187.7,Jacques NICOLET,Jean-Marc MERLIN,
Lotus #32,14,7,Lotus,Lotus T128,LMP2,,Spa,6,2013,152,6:03:12.328,16 Laps,0.884,Dunlop,Classified,24.0,2:12.720,190.0,Thomas HOLZER,Dominik KRAIHAMER,Jan CHAROUZ
AF Corse #51,15,1,AF Corse,Ferrari F458 Italia,LMGTE Pro,,Spa,6,2013,149,6:02:41.632,19 Laps,3 Laps,Michelin,Classified,131.0,2:19.106,181.3,Gianmaria BRUNI,Giancarlo FISICHELLA,
Aston Martin Racing #98,16,2,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,,Spa,6,2013,149,6:02:50.692,19 Laps,9.060,Michelin,Classified,106.0,2:19.636,180.6,Bruno SENNA,Frédéric MAKOWIECKI,Rob BELL
AF Corse #71,17,3,AF Corse,Ferrari F458 Italia,LMGTE Pro,,Spa,6,2013,149,6:02:51.646,19 Laps,0.954,Michelin,Classified,111.0,2:19.844,180.3,Kamui KOBAYASHI,Toni VILANDER,
Aston Martin Racing #97,18,4,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,,Spa,6,2013,148,6:00:58.989,20 Laps,1 Laps,Michelin,Classified,118.0,2:19.894,180.2,Darren TURNER,Stefan MÜCKE,Peter DUMBRECK
Porsche AG Team Manthey #92,19,5,Porsche AG Team Manthey,Porsche 911 RSR,LMGTE Pro,,Spa,6,2013,148,6:03:06.495,20 Laps,2'07.506,Michelin,Classified,104.0,2:19.617,180.6,Marc LIEB,Richard LIETZ,Romain DUMAS
Aston Martin Racing #99,20,6,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,,Spa,6,2013,147,6:02:36.873,21 Laps,1 Laps,Michelin,Classified,118.0,2:20.107,180.0,Paul DALLA LANA,Pedro LAMY,Richie STANAWAY
8 Star Motorsports #81,21,1,8 Star Motorsports,Ferrari F458 Italia,LMGTE Am,,Spa,6,2013,147,6:03:01.917,21 Laps,25.044,Michelin,Classified,125.0,2:20.601,179.3,Vicente POTOLICCHIO,Rui AGUAS,Matteo MALUCELLI
Aston Martin Racing #95,22,2,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,,Spa,6,2013,146,6:02:37.244,22 Laps,1 Laps,Michelin,Classified,126.0,2:21.260,178.5,Christoffer NYGAARD,Kristian POULSEN,Allan SIMONSEN
Larbre Competition #50,23,3,Larbre Competition,Chevrolet Corvette C6-ZR1,LMGTE Am,,Spa,6,2013,145,6:02:13.610,23 Laps,1 Laps,Michelin,Classified,33.0,2:21.449,178.3,Patrick BORNHAUSER,Julien CANAL,Fernando REES
Lotus #31,24,8,Lotus,Lotus T128,LMP2,,Spa,6,2013,144,6:01:51.080,24 Laps,1 Laps,Dunlop,Classified,20.0,2:11.360,191.9,Kevin WEEDA,Vitantonio LIUZZI,James ROSSITER
Aston Martin Racing #96,25,4,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,,Spa,6,2013,144,6:02:35.285,24 Laps,44.205,Michelin,Classified,35.0,2:21.089,178.7,Roald GOETHE,Stuart HALL,Jamie CAMPBELL-WALTER
Proton Competition #88,26,5,Proton Competition,Porsche 911 GT3 RSR,LMGTE Am,,Spa,6,2013,143,6:01:00.986,25 Laps,1 Laps,Michelin,Classified,79.0,2:21.344,178.4,Christian RIED,Gianluca RODA,Paolo RUBERTI
Imsa Performance Matmut #76,27,6,Imsa Performance Matmut,Porsche 911 GT3 RSR,LMGTE Am,,Spa,6,2013,143,6:01:43.903,25 Laps,42.917,Michelin,Classified,91.0,2:23.192,176.1,Raymond NARAC,Jean-Karl VERNAY,
Krohn Racing #57,28,7,Krohn Racing,Ferrari F458 Italia,LMGTE Am,,Spa,6,2013,142,6:02:40.128,26 Laps,1 Laps,Michelin,Classified,103.0,2:23.163,176.1,Tracy KROHN,Niclas JÖNSSON,Maurizio MEDIANI
Gulf Racing Middle East #28,29,9,Gulf Racing Middle East,Lola B12/80 Coupé - Nissan,LMP2,,Spa,6,2013,140,6:01:18.056,28 Laps,2 Laps,Dunlop,Classified,123.0,2:12.841,189.8,Frédéric FATIEN,Fabien GIROIX,Keiko IHARA
AF Corse #54,30,8,AF Corse,Ferrari F458 Italia,LMGTE Am,,Spa,6,2013,138,6:02:13.465,30 Laps,2 Laps,Michelin,Classified,80.0,2:24.999,173.9,Yannick MALLEGOL,Jean-Marc BACHELIER,Howard BLANK
AF Corse #61,31,9,AF Corse,Ferrari F458 Italia,LMGTE Am,,Spa,6,2013,125,6:01:12.597,43 Laps,13 Laps,Michelin,Classified,112.0,2:21.680,178.0,Jack GERBER,Matt GRIFFIN,Marco CIOCI
Porsche AG Team Manthey #91,32,7,Porsche AG Team Manthey,Porsche 911 RSR,LMGTE Pro,,Spa,6,2013,123,5:02:34.118,45 Laps,2 Laps,Michelin,Not classified,113.0,2:19.615,180.6,Jörg BERGMEISTER,Patrick PILET,Timo BERNHARD
Toyota Racing #7,33,8,Toyota Racing,Toyota TS030 - Hybrid,LMP1,,Spa,6,2013,99,3:38:54.835,69 Laps,24 Laps,Michelin,Not classified,75.0,2:01.847,206.9,Alexander WURZ,Nicolas LAPIERRE,Kazuki NAKAJIMA
Delta-ADR #25,34,10,Delta-ADR,Oreca 03 - Nissan,LMP2,,Spa,6,2013,25,59:10.749,143 Laps,74 Laps,Dunlop,Not classified,19.0,2:10.846,192.7,Tor GRAVES,Antonio PIZZONIA,James WALKER
Toyota Racing #8,1,1,Toyota Racing,Toyota TS030 - Hybrid,LMP1,,Bahrain,6,2013,199,6:01:15.303,,,Michelin,Classified,104.0,1:44.323,186.8,Anthony DAVIDSON,Sébastien BUEMI,Stéphane SARRAZIN
Audi Sport Team Joest #1,2,2,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Bahrain,6,2013,199,6:02:25.888,1'10.585,1'10.585,Michelin,Classified,175.0,1:44.183,187.0,André LOTTERER,Benoit TRÉLUYER,Marcel FÄSSLER
G-Drive Racing #26,3,1,G-Drive Racing,Oreca 03 - Nissan,LMP2,,Bahrain,6,2013,184,6:01:15.738,15 Laps,15 Laps,Dunlop,Classified,70.0,1:52.103,173.8,Roman RUSINOV,John MARTIN,Mike CONWAY
OAK Racing #24,4,2,OAK Racing,Morgan - Nissan,LMP2,,Bahrain,6,2013,184,6:02:25.635,15 Laps,1'09.897,Dunlop,Classified,141.0,1:52.751,172.8,Olivier PLA,David HEINEMEIER HANSSON,Alex BRUNDLE
Greaves Motorsport #41,5,3,Greaves Motorsport,Zytek Z11SN - Nissan,LMP2,,Bahrain,6,2013,184,6:03:00.242,15 Laps,34.607,Dunlop,Classified,83.0,1:52.104,173.8,Björn WIRDHEIM,Wolfgang REIP,Jon LANCASTER
OAK Racing #35,6,4,OAK Racing,Morgan - Nissan,LMP2,,Bahrain,6,2013,182,6:01:48.008,17 Laps,2 Laps,Dunlop,Classified,162.0,1:53.465,171.7,Bertrand BAGUETTE,Ricardo GONZALEZ,Martin PLOWMAN
OAK Racing #45,7,5,OAK Racing,Morgan - Nissan,LMP2,,Bahrain,6,2013,180,6:03:10.062,19 Laps,2 Laps,Dunlop,Classified,25.0,1:55.673,168.4,Jacques NICOLET,Keiko IHARA,David CHENG
Delta-ADR #25,8,6,Delta-ADR,Oreca 03 - Nissan,LMP2,,Bahrain,6,2013,178,6:01:56.943,21 Laps,2 Laps,Dunlop,Classified,145.0,1:53.089,172.3,Fabien GIROIX,Robbie KERR,Craig DOLBY
AF Corse #51,9,1,AF Corse,Ferrari F458 Italia,LMGTE Pro,,Bahrain,6,2013,175,6:02:30.722,24 Laps,3 Laps,Michelin,Classified,120.0,2:00.350,161.9,Gianmaria BRUNI,Toni VILANDER,
Porsche AG Team Manthey #91,10,2,Porsche AG Team Manthey,Porsche 911 RSR,LMGTE Pro,,Bahrain,6,2013,175,6:03:14.254,24 Laps,43.532,Michelin,Classified,4.0,2:00.315,161.9,Jörg BERGMEISTER,Patrick PILET,
AF Corse #71,11,3,AF Corse,Ferrari F458 Italia,LMGTE Pro,,Bahrain,6,2013,174,6:02:30.740,25 Laps,1 Laps,Michelin,Classified,155.0,1:59.232,163.4,Kamui KOBAYASHI,Giancarlo FISICHELLA,
Porsche AG Team Manthey #92,12,4,Porsche AG Team Manthey,Porsche 911 RSR,LMGTE Pro,,Bahrain,6,2013,174,6:02:54.593,25 Laps,23.853,Michelin,Classified,161.0,2:00.710,161.4,Marc LIEB,Richard LIETZ,
Aston Martin Racing #95,13,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,,Bahrain,6,2013,173,6:02:43.316,26 Laps,1 Laps,Michelin,Classified,149.0,2:01.465,160.4,Christoffer NYGAARD,Kristian POULSEN,Nicki THIIM
Pecom Racing #49,14,7,Pecom Racing,Oreca 03 - Nissan,LMP2,,Bahrain,6,2013,172,6:01:30.207,27 Laps,1 Laps,Michelin,Classified,47.0,1:51.179,175.2,Luis PEREZ COMPANC,Nicolas MINASSIAN,Pierre KAFFER
8 Star Motorsports #81,15,2,8 Star Motorsports,Ferrari F458 Italia,LMGTE Am,,Bahrain,6,2013,172,6:01:34.502,27 Laps,4.295,Michelin,Classified,147.0,2:01.403,160.5,Vicente POTOLICCHIO,Rui AGUAS,Davide RIGON
AF Corse #61,16,3,AF Corse,Ferrari F458 Italia,LMGTE Am,,Bahrain,6,2013,172,6:03:10.219,27 Laps,1'35.717,Michelin,Classified,145.0,2:01.218,160.7,François PERRODO,Emmanuel COLLARD,Matt GRIFFIN
Larbre Competition #50,17,4,Larbre Competition,Chevrolet Corvette C6-ZR1,LMGTE Am,,Bahrain,6,2013,171,6:01:53.464,28 Laps,1 Laps,Michelin,Classified,35.0,2:02.544,159.0,Patrick BORNHAUSER,Julien CANAL,Fernando REES
Aston Martin Racing #96,18,5,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,,Bahrain,6,2013,169,6:02:43.263,30 Laps,2 Laps,Michelin,Classified,123.0,2:02.418,159.2,Stuart HALL,Roald GOETHE,Jamie CAMPBELL-WALTER
IMSA Performance Matmut #76,19,6,IMSA Performance Matmut,Porsche 911 GT3 RSR,LMGTE Am,,Bahrain,6,2013,162,6:02:11.863,37 Laps,7 Laps,Michelin,Classified,120.0,2:01.743,160.0,Raymond NARAC,Jean-Karl VERNAY,Markus PALTTALA
Aston Martin Racing #99,20,5,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,,Bahrain,6,2013,145,5:01:42.114,54 Laps,17 Laps,Michelin,Not classified,61.0,2:00.728,161.4,Pedro LAMY,Bruno SENNA,Richie STANAWAY
Aston Martin Racing #97,21,6,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,,Bahrain,6,2013,109,3:47:11.625,90 Laps,36 Laps,Michelin,Not classified,101.0,2:00.205,162.1,Darren TURNER,Stefan MÜCKE,
Audi Sport Team Joest #2,22,3,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Bahrain,6,2013,93,2:48:41.258,106 Laps,16 Laps,Michelin,Not classified,30.0,1:44.656,186.2,Tom KRISTENSEN,Loïc DUVAL,Allan McNISH
Proton Competition #88,23,7,Proton Competition,Porsche 911 GT3 RSR,LMGTE Am,,Bahrain,6,2013,86,3:43:56.408,113 Laps,7 Laps,Michelin,Not classified,5.0,2:01.903,159.8,Christian RIED,Gianluca RODA,Paolo RUBERTI
Krohn Racing #57,24,8,Krohn Racing,Ferrari F458 Italia,LMGTE Am,,Bahrain,6,2013,83,2:57:18.558,116 Laps,3 Laps,Michelin,Not classified,65.0,2:02.599,158.9,Tracy KROHN,Niclas JÖNSSON,Maurizio MEDIANI
Toyota Racing #7,25,4,Toyota Racing,Toyota TS030 - Hybrid,LMP1,,Bahrain,6,2013,64,1:55:44.693,135 Laps,19 Laps,Michelin,Not classified,36.0,1:44.440,186.5,Alexander WURZ,Nicolas LAPIERRE,Kazuki NAKAJIMA
Rebellion Racing #12,26,5,Rebellion Racing,Lola B12/60 Coupé - Toyota,LMP1,,Bahrain,6,2013,44,1:22:16.426,155 Laps,20 Laps,Michelin,Not classified,3.0,1:48.223,180.0,Andrea BELICCHI,Mathias BECHE,Nicolas PROST
Lotus #32,27,8,Lotus,Lotus T128,LMP2,,Bahrain,6,2013,5,50:07.462,194 Laps,39 Laps,Dunlop,Not classified,4.0,2:00.773,161.3,Thomas HOLZER,Dominik KRAIHAMER,Jan CHAROUZ
Lotus #31,28,9,Lotus,Lotus T128,LMP2,,Bahrain,6,2013,0,,199 Laps,5 Laps,Dunlop,Not classified,,,,Kevin WEEDA,Vitantonio LIUZZI,Lucas AUER
Audi Sport Team Joest #1,1,1,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,,Shanghai,6,2013,190,6:01:33.343,,,Michelin,Classified,100.0,1:49.066,179.9,André LOTTERER,Benoit TRÉLUYER,Marcel FÄSSLER
Toyota Racing #7,2,2,Toyota Racing,Toyota TS030 - Hybrid,LMP1,,Shanghai,6,2013,190,6:01:48.717,15.374,15.374,Michelin,Classified,106.0,1:49.383,179.4,Alexander WURZ,Nicolas LAPIERRE,
